Genome,User Genome,Classification,FastANI Reference,FastANI Reference Radius,FastANI Taxonomy,FastANI ANI,FastANI Alignment Fraction,Closest Placement Reference,Closest Placement Taxonomy,Closest Placement ANI,Closest Placement Alignment Fraction,Classification Method,Note,Other Related References,MSA AA Percent,RED Value,Warnings,domain,phylum,class,order,family,genus,species,Bin Name,Marker Lineage,# Genomes,# Markers,# Marker Sets,0,1,2,3,4,5+,Completeness,Contamination,Translation table,GC std,# ambiguous bases,Genome size,Longest contig,N50 (scaffolds),Mean scaffold length,# contigs,# scaffolds,# predicted genes,Longest scaffold,GC,N50 (contigs),Coding density,Mean contig length,Genome size (Mbp),kruskal_season_p,kruskal_season_p_corr,kruskal_depth_p,kruskal_depth_p_corr,spearman_depth_p,spearman_depth_p_corr,spearman_depth_r,median_rel_abun,mean_rel_abun,max_rel_abun,class_plus
3300055390_867,3300055390_867__dereplicated_genomes,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2185;g__UBA2185;s__,-,-,-,-,-,GCA_017885225.1,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2185;g__UBA2185;s__UBA2185 sp017885225,89.74,0.673,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_003508565.1, s__UBA2185 sp00350856...",83.71,0.96919,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Desulfobacterota,c__Syntrophia,o__Syntrophales,f__UBA2185,g__UBA2185,s__,3300055390_867__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,31,207,8,1,0,0,89.57,5.59,11,0.02295249818839448,0,2543106,58956,18426,12909.167512690356,197,197,2569,58956,0.4786764688534414,18426,0.8757885042935686,12909.167512690356,2.543106,0.09869903207259578,0.6122200830010289,0.11894083086714065,0.14712912026339942,0.22855883027683943,0.27173105377357576,0.20304418540539698,0.058817652,0.06962262197222222,0.20876297,d__Bacteria;p__Desulfobacterota;c__Syntrophia;
3300060478_1027,3300060478_1027__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Z2-YC6860;s__,-,-,-,-,-,GCA_016869215.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Z2-YC6860;s__Z2-YC6860 sp016869215,81.75,0.64,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_945861855.1, s__Z2-YC6860 sp945861...",87.98,0.96025,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Z2-YC6860,s__,3300060478_1027__dereplicated_genomes,o__Rhizobiales,107,485,316,36,437,12,0,0,0,95.85,2.8,11,0.01303416814467488,0,4880071,112807,45316,31083.254777070062,157,157,4686,112807,0.648643021792101,45316,0.8849561819899752,31083.254777070062,4.880071,0.7276361288627782,0.9605180220828018,0.002125169098719172,0.009884104782573393,0.0004681199115137546,0.0023571214367986704,-0.5927580251351106,0.043550608500000004,0.056964792249999986,0.13207646,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;
3300055390_516,3300055390_516__dereplicated_genomes,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__Krumholzibacteriales;f__Krumholzibacteriaceae;g__SSS58A;s__,-,-,-,-,-,GCA_017885175.1,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__Krumholzibacteriales;f__Krumholzibacteriaceae;g__SSS58A;s__SSS58A sp017885175,78.04,0.304,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_002403075.1, s__SSS58A sp002403075...",65.34,0.88737,-,d__Bacteria,p__Krumholzibacteriota,c__Krumholzibacteria,o__Krumholzibacteriales,f__Krumholzibacteriaceae,g__SSS58A,s__,3300055390_516__dereplicated_genomes,k__Bacteria,2993,147,91,38,107,2,0,0,0,78.88,2.2,11,0.01906081142889533,0,2249487,31079,9781,8270.172794117647,272,272,2057,31079,0.5868044580831097,9781,0.9178434905380649,8270.172794117647,2.249487,0.6525014026813543,0.9605180220828018,0.028306376690494784,0.048075909617189556,0.08706814658146536,0.11718605892096595,0.28884302864185774,0.011587680999999999,0.018517985775000006,0.09883387,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;
3300067053_634,3300067053_634__dereplicated_genomes,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA3939;g__UBA3939;s__,-,-,-,-,-,GCA_002385705.1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA3939;g__UBA3939;s__UBA3939 sp002385705,77.46,0.235,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,82.94,0.8782,-,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__UBA3939,g__UBA3939,s__,3300067053_634__dereplicated_genomes,k__Bacteria,88,230,148,3,210,17,0,0,0,97.97,9.53,11,0.014425249159499665,0,6475942,123337,39390,23378.851985559566,277,277,4798,123337,0.6419449093274769,39390,0.8788886620664608,23378.851985559566,6.475942,0.8007675311879248,0.9605180220828018,0.00031996552661645565,0.009601841618471552,6.294025883887051e-05,0.002217164087207212,-0.6779055867567286,0.0285353905,0.03308053952777777,0.06646157,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;
3300055390_318,3300055390_318__dereplicated_genomes,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__RBG-16-64-13;f__RBG-16-64-13;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,92.81,0.87662,-,d__Bacteria,p__Actinomycetota,c__Thermoleophilia,o__RBG-16-64-13,f__RBG-16-64-13,g__,s__,3300055390_318__dereplicated_genomes,p__Actinobacteria,732,199,116,12,183,4,0,0,0,91.81,2.44,11,0.013183620234859169,0,2596332,261384,39707,24726.97142857143,105,105,2464,261384,0.6296644650992246,39707,0.9221971612259141,24726.97142857143,2.596332,0.09462592536353148,0.5955867066998747,0.07263035203785924,0.09661222706668335,0.20690041827459893,0.25085943065588767,0.21286890405404524,0.025063875,0.02882316084722222,0.08211219,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;
3300060478_884,3300060478_884__dereplicated_genomes,d__Bacteria;p__Desulfobacterota_F;c__BSN033;o__BSN033;f__UBA1163;g__JACAEX01;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,66.06,0.86352,Genome has more than 14.2% of markers with multiple hits,d__Bacteria,p__Desulfobacterota_F,c__BSN033,o__BSN033,f__UBA1163,g__JACAEX01,s__,3300060478_884__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,48,171,26,2,0,0,79.92,6.82,11,0.016690318298262116,0,3731627,45782,7828,7121.425572519084,524,524,3676,45782,0.5091588735958873,7828,0.871173887422296,7121.425572519084,3.731627,0.4782833840555294,0.9528154520223513,0.0006829840585251337,0.009601841618471552,0.00017093919465451267,0.002217164087207212,0.6353318059459195,0.023953433,0.023410100416666666,0.05004691,d__Bacteria;p__Desulfobacterota_F;c__BSN033;
3300055390_548,3300055390_548__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,74.62,0.72972,-,d__Bacteria,p__Acidobacteriota,c__Aminicenantia,o__Aminicenantales,f__,g__,s__,3300055390_548__dereplicated_genomes,k__Bacteria,2258,188,117,44,138,6,0,0,0,75.44,4.27,11,0.03229665514632443,0,2637754,30778,9128,8041.932926829269,328,328,2513,30778,0.5318941796695219,9128,0.9298892163560363,8041.932926829269,2.637754,0.7388133040655851,0.9605180220828018,0.003347686450815707,0.0121090280756478,0.0010142178696887637,0.0035423979111875773,0.5554644438870782,0.011270850999999998,0.012061208763888887,0.035326924,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;
3300055390_880,3300055390_880__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Thiobacillus;s__,-,-,-,-,-,GCA_016124745.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Thiobacillus;s__Thiobacillus sp016124745,85.59,0.744,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_021802945.1, s__Thiobacillus sp021...",64.63,0.97118,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Thiobacillaceae,g__Thiobacillus,s__,3300055390_880__dereplicated_genomes,c__Betaproteobacteria,235,419,211,115,295,9,0,0,0,75.37,2.84,11,0.01767878516663513,0,2224518,37841,9942,8001.863309352518,278,278,2433,37841,0.6230558709796908,9942,0.9129447367924197,8001.863309352518,2.224518,0.9051727634724002,0.9791981895430706,0.001583372523543699,0.00968119200109576,0.00040459501563555833,0.0023400900904326886,-0.5993078375675427,0.046383893,0.06741858562499999,0.1945073,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;
3300060478_165,3300060478_165__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__,-,-,-,-,-,-,-,-,-,ANI,classification based on placement in class-level tree,"GCA_016705325.1, s__RPQJ01 sp016705325...",61.09,0.89076,-,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__RPQJ01,s__,3300060478_165__dereplicated_genomes,c__Gammaproteobacteria,67,481,276,118,347,15,1,0,0,83.69,4.18,11,0.019808695955553582,0,3244091,87039,14397,10137.784375,320,320,3222,87039,0.6654764000146728,14397,0.9206529656535529,10137.784375,3.244091,0.018203775053648393,0.2602626878474563,0.11473098347045461,0.14358146469401922,0.040658746150148035,0.0606339489625901,-0.34714005891890454,0.06734511,0.06524238624444445,0.12748086,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;
3300067053_1318,3300067053_1318__dereplicated_genomes,d__Bacteria;p__QNDG01;c__QNDG01;o__QNDG01;f__DTFT01;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,89.31,0.74078,-,d__Bacteria,p__QNDG01,c__QNDG01,o__QNDG01,f__DTFT01,g__,s__,3300067053_1318__dereplicated_genomes,k__Bacteria,2993,147,91,5,140,2,0,0,0,94.51,2.2,11,0.02144066584014262,0,3515962,141802,24038,16429.728971962617,214,214,2974,141802,0.5677629621708085,24038,0.911099152948752,16429.728971962617,3.515962,0.4319371024649069,0.929582727653642,0.4413184000125955,0.4584569786538613,0.5201936655373833,0.5650834742385789,0.10809973361637858,0.020150381000000002,0.018825274052777775,0.045459844,d__Bacteria;p__QNDG01;c__QNDG01;
3300060478_167,3300060478_167__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__9FT-COMBO-48-23;s__,-,-,-,-,-,-,-,-,-,ANI,classification based on placement in class-level tree,"GCA_016875875.1, s__9FT-COMBO-48-23 sp...",84.97,0.9438,-,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__GIF9,f__UBA5620,g__9FT-COMBO-48-23,s__,3300060478_167__dereplicated_genomes,k__Bacteria,924,151,101,11,140,0,0,0,0,89.9,0.0,11,0.012868940817667622,0,1884387,192351,50990,34896.055555555555,54,54,1886,192351,0.48540878280310784,50990,0.9041051546205742,34896.055555555555,1.884387,0.516479403899966,0.9528154520223513,0.00034125329716701145,0.009601841618471552,6.52478207292587e-05,0.002217164087207212,0.6750144159882828,0.010972197999999999,0.017504910869444446,0.08439273,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;
3300055390_151,3300055390_151__dereplicated_genomes,d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,58.75,0.69933,-,d__Bacteria,p__Desulfobacterota,c__Syntrophobacteria,o__Syntrophobacterales,f__,g__,s__,3300055390_151__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,78,165,4,0,0,0,77.91,2.58,11,0.021983365933211506,0,4553080,44050,9752,8354.275229357798,545,545,4191,44050,0.5710262064360828,9752,0.8228151053792159,8354.275229357798,4.55308,0.5064882666568737,0.9528154520223513,0.00025800996871731466,0.009601841618471552,5.1185414481180306e-05,0.002217164087207212,-0.6861370066785158,0.039111516,0.040462724772222215,0.10726487,d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;
3300060478_261,3300060478_261__dereplicated_genomes,d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__SG8-52-3;s__,-,-,-,-,-,GCA_020054495.1,d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__SG8-52-3;s__SG8-52-3 sp020054495,78.76,0.362,taxonomic classification defined by topology and ANI,-,"GCA_023128855.1, s__SG8-52-3 sp0231288...",80.39,0.91746,-,d__Archaea,p__Thermoplasmatota,c__E2,o__DHVEG-1,f__DHVEG-1,g__SG8-52-3,s__,3300060478_261__dereplicated_genomes,p__Euryarchaeota,148,188,125,28,159,1,0,0,0,81.85,0.8,11,0.020605569499201434,0,1777710,58836,17946,11930.939597315437,149,149,1822,58836,0.3197180642511996,17946,0.8756034448813361,11930.939597315437,1.77771,0.6549520904064434,0.9605180220828018,0.0077182994319713455,0.019431953864021977,0.0021678362214951103,0.006033808918247706,0.5181772141577929,0.0111603095,0.020456195797222226,0.088898994,d__Archaea;p__Thermoplasmatota;c__E2;
3300055390_1095,3300055390_1095__dereplicated_genomes,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__SZUA-6;f__Fen-1364;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,62.42,0.86017,-,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__SZUA-6,f__Fen-1364,g__,s__,3300055390_1095__dereplicated_genomes,c__Spirochaetia,72,215,125,47,150,17,1,0,0,82.92,7.57,11,0.024695033483514563,0,3966852,62725,11841,9290.051522248243,427,427,3859,62725,0.6759816095987448,11841,0.9289754192997369,9290.051522248243,3.966852,0.5860204088714136,0.9605180220828018,0.0018151964838467951,0.00983422905172694,0.0005239190494405216,0.002396585000647975,0.5862082127026784,0.059663763,0.07519408275,0.22775629,d__Bacteria;p__Spirochaetota;c__Spirochaetia;
3300067053_726,3300067053_726__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__,-,-,-,-,-,-,-,-,-,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_017880945.1, s__Gallionella sp0178...",90.98,0.96515,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Gallionellaceae,g__Gallionella,s__,3300067053_726__dereplicated_genomes,c__Betaproteobacteria,235,418,210,16,399,3,0,0,0,95.42,0.3,11,0.012929908628030496,0,2415472,208479,60049,42376.70175438596,57,57,2351,208479,0.5516528446614161,60049,0.8989539104572523,42376.70175438596,2.415472,0.9391236148947587,0.9791981895430706,0.0033950546006489154,0.0121090280756478,0.0008271317167343793,0.0032182943160210396,-0.5665587754053819,0.029769876,0.03754377172777779,0.10866027,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;
3300055390_908,3300055390_908__dereplicated_genomes,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA7542;s__,-,-,-,-,-,-,-,-,-,ANI,classification based on placement in class-level tree,"GCA_003161635.1, s__UBA7542 sp00316163...",65.52,0.92502,-,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__UBA11358,g__UBA7542,s__,3300055390_908__dereplicated_genomes,k__Bacteria,88,230,148,60,165,5,0,0,0,87.04,3.38,11,0.01718271721054021,0,3934110,75249,23786,15015.687022900764,262,262,3343,75249,0.6005490441294219,23786,0.8872143890231844,15015.687022900764,3.93411,0.9559698853956269,0.9835459397820392,0.00023378442892773137,0.009601841618471552,4.524661367654858e-05,0.002217164087207212,-0.691005211621593,0.0340554495,0.03610669659722223,0.073970616,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;
3300060478_1084,3300060478_1084__dereplicated_genomes,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__,-,-,-,-,-,GCA_015660885.1,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp015660885,84.2,0.768,taxonomic classification defined by topology and ANI,-,"GCA_002495065.1, s__Methanoregula sp00...",82.48,0.98505,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanoregulaceae,g__Methanoregula,s__,3300060478_1084__dereplicated_genomes,p__Euryarchaeota,90,234,153,63,168,3,0,0,0,75.81,1.96,11,0.022557506489538335,0,1751029,41120,13091,10300.170588235294,170,170,1922,41120,0.4914950009394476,13091,0.8561268831070188,10300.170588235294,1.751029,0.9432447077421593,0.9795999457612491,0.006236555031562749,0.017332763334473096,0.0019316896789487287,0.00558623772020308,0.5239849945945728,0.048428179,0.05585994186111112,0.12806052,d__Archaea;p__Halobacteriota;c__Methanomicrobia;
3300067053_1328,3300067053_1328__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Fen-181;g__FEN-299;s__,-,-,-,-,-,GCA_017883185.1,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Fen-181;g__FEN-299;s__FEN-299 sp017883185,80.04,0.446,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_021779795.1, s__FEN-299 sp02177979...",82.44,0.91974,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Fen-181,g__FEN-299,s__,3300067053_1328__dereplicated_genomes,k__Bacteria,2258,188,117,15,163,10,0,0,0,91.17,4.08,11,0.013277375952091698,0,5984610,137763,20938,15874.297082228117,377,377,5020,137763,0.678405777485918,20938,0.9086416658729641,15874.297082228117,5.98461,0.8585895156832573,0.9734677201227177,0.0005877615678301826,0.009601841618471552,0.00012953413037052375,0.002217164087207212,-0.648431430810784,0.037187518,0.04966436377499999,0.12214004,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;
3300067053_1396,3300067053_1396__dereplicated_genomes,d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__PNOF01;s__,-,-,-,-,-,GCA_013824645.1,d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__PNOF01;s__PNOF01 sp013824645,77.91,0.229,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,71.54,0.91595,-,d__Bacteria,p__Desulfobacterota_G,c__Syntrophorhabdia,o__Syntrophorhabdales,f__Syntrophorhabdaceae,g__PNOF01,s__,3300067053_1396__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,57,182,8,0,0,0,79.19,2.89,11,0.02405801109938448,0,3181338,39523,10442,9302.157894736842,342,342,3267,39523,0.4624695646925916,10442,0.8731829186336063,9302.157894736842,3.181338,0.014335850575113154,0.2602626878474563,0.5793805312420233,0.5904163508847284,0.9263172803537765,0.9350561226212649,-0.0163745310810804,0.011621453,0.013291471777777779,0.035599027,d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;
3300055390_139,3300055390_139__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Fen-181;g__;s__,-,-,-,-,-,GCA_003170135.1,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Fen-181;g__Fen-181;s__Fen-181 sp003170135,77.75,0.27,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,56.44,0.81554,-,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Fen-181,g__,s__,3300055390_139__dereplicated_genomes,k__Bacteria,2258,188,117,69,117,2,0,0,0,75.67,1.71,11,0.012924452545319251,0,2851965,40263,6692,6309.657079646017,452,452,2619,40263,0.6709777293900872,6692,0.9086889214979847,6309.657079646017,2.851965,0.5851763713061404,0.9605180220828018,0.0043888911084936765,0.014049857427039538,0.0010577299411843924,0.0036171703336238484,0.5534591505405176,0.0286271475,0.03694020277777777,0.13081844,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;
3300067053_851,3300067053_851__dereplicated_genomes,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__RBG-16-64-13;f__RBG-16-64-13;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,75.19,0.87727,-,d__Bacteria,p__Actinomycetota,c__Thermoleophilia,o__RBG-16-64-13,f__RBG-16-64-13,g__,s__,3300067053_851__dereplicated_genomes,p__Actinobacteria,732,199,116,37,153,9,0,0,0,75.14,6.18,11,0.015915210607888874,0,1860551,29835,8080,7267.77734375,256,256,1941,29835,0.6419216672910337,8080,0.9245411708681998,7267.77734375,1.860551,0.6547233232977452,0.9605180220828018,0.005622769567103209,0.016260441721082253,0.0028410816662626103,0.0073251985130144415,0.5043355572972763,0.024686780999999998,0.027152532236111113,0.055495195,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;
