Genome,User Genome,Classification,FastANI Reference,FastANI Reference Radius,FastANI Taxonomy,FastANI ANI,FastANI Alignment Fraction,Closest Placement Reference,Closest Placement Taxonomy,Closest Placement ANI,Closest Placement Alignment Fraction,Classification Method,Note,Other Related References,MSA AA Percent,RED Value,Warnings,domain,phylum,class,order,family,genus,species,Bin Name,Marker Lineage,# Genomes,# Markers,# Marker Sets,0,1,2,3,4,5+,Completeness,Contamination,Translation table,GC std,# ambiguous bases,Genome size,Longest contig,N50 (scaffolds),Mean scaffold length,# contigs,# scaffolds,# predicted genes,Longest scaffold,GC,N50 (contigs),Coding density,Mean contig length,Genome size (Mbp),kruskal_season_p,kruskal_season_p_corr,kruskal_depth_p,kruskal_depth_p_corr,spearman_depth_p,spearman_depth_p_corr,spearman_depth_r,median_rel_abun,mean_rel_abun,max_rel_abun
3300055390_902,3300055390_902__dereplicated_genomes,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__JACTUA01;g__JACTUA01;s__,-,-,-,-,-,GCA_015660865.1,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__JACTUA01;g__JACTUA01;s__JACTUA01 sp015660865,82.94,0.728,taxonomic classification defined by topology and ANI,-,-,85.97,0.94179,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__JACTUA01,g__JACTUA01,s__,3300055390_902__dereplicated_genomes,p__Euryarchaeota,90,234,153,10,223,1,0,0,0,97.18,0.65,11,0.0170688844546653,0,1749179,102928,44225,26502.71212121212,66,66,1786,102928,0.651729754359045,44225,0.9013668698286453,26502.71212121212,1.749179,0.7276361288627782,0.9605180220828018,0.007672443617692059,0.019430803954865097,0.006657531765933372,0.014391028261714562,0.4584868702702513,0.135258875,0.14212600952777782,0.2767007
3300067053_1200,3300067053_1200__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__RBG-16-66-30;s__,-,-,-,-,-,-,-,-,-,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_014894455.1, s__RBG-16-66-30 sp014...",72.31,0.9491,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Acidobacteriota,c__Aminicenantia,o__Aminicenantales,f__RBG-16-66-30,g__RBG-16-66-30,s__,3300067053_1200__dereplicated_genomes,k__Bacteria,2258,188,117,44,140,4,0,0,0,78.99,1.76,11,0.03363455472634462,0,2594036,38468,9206,7981.649230769231,325,325,2411,38468,0.6398542657079547,9206,0.9252238596534512,7981.649230769231,2.594036,0.49449234398563857,0.9528154520223513,0.00542782804798968,0.016095372831582494,0.0036488699438693884,0.00907974613939592,0.49123593243241204,0.07689472,0.08962355597222224,0.27149507
3300055390_422,3300055390_422__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA877;s__,-,-,-,-,-,-,-,-,-,ANI,classification based on placement in class-level tree,"GCA_009772985.1, s__UBA877 sp009772985...",77.36,0.94117,-,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__EnvOPS12,g__UBA877,s__,3300055390_422__dereplicated_genomes,k__Bacteria,924,163,110,34,128,1,0,0,0,75.96,0.45,11,0.02969423175950996,0,2937108,119617,14931,10641.695652173914,276,276,2885,119617,0.6168121839578252,14931,0.915423947638289,10641.695652173914,2.937108,0.2995361635788696,0.8796927370759939,0.04136023216866395,0.0625518705589688,0.09911344542773926,0.13133298651106007,0.27836702837836685,0.028505925,0.03444716095277777,0.11560713
3300060478_827,3300060478_827__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__RBG-16-51-16;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,77.64,0.95069,-,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__EnvOPS12,g__RBG-16-51-16,s__,3300060478_827__dereplicated_genomes,k__Bacteria,924,163,110,39,119,4,1,0,0,83.34,4.65,11,0.020919597250857874,0,3255492,81449,18190,14093.038961038961,231,231,3257,81449,0.5120332041977065,18190,0.8769313516973778,14093.038961038961,3.255492,0.5519860663871425,0.9605180220828018,0.0015154023838847225,0.00968048090003972,0.00032243909672212856,0.0022990828067309802,0.6079294016165828,0.0,0.006915302336111112,0.13914472
3300055390_1068,3300055390_1068__dereplicated_genomes,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,72.02,0.84189,-,d__Bacteria,p__Planctomycetota,c__Planctomycetia,o__Pirellulales,f__Thermoguttaceae,g__,s__,3300055390_1068__dereplicated_genomes,k__Bacteria,2921,142,87,13,128,1,0,0,0,88.87,0.57,11,0.01644741026769501,0,6372413,54574,9227,7780.724053724054,819,819,5565,54574,0.650602840713557,9227,0.8754052821121293,7780.724053724054,6.372413,0.6615252172738966,0.9605180220828018,0.0027555336737848015,0.01081989369155867,0.000604658093499548,0.0025828110277916075,0.5796584002702463,0.010825847999999999,0.01763963594722222,0.11960828
3300060478_500,3300060478_500__dereplicated_genomes,d__Bacteria;p__Desulfobacterota_F;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__GWA2-54-12;s__,-,-,-,-,-,-,-,-,-,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_001795535.1, s__GWA2-54-12 sp00179...",89.79,0.97167,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Desulfobacterota_F,c__GWC2-55-46,o__GWC2-55-46,f__GWC2-55-46,g__GWA2-54-12,s__,3300060478_500__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,33,212,2,0,0,0,90.97,1.29,11,0.004074152151056377,0,2430252,1083557,469853,405042.0,6,6,2241,1083557,0.5559102512825831,469853,0.888483992606528,405042.0,2.430252,0.0017781241397012621,0.1268395219653567,0.12499708507149876,0.15290904973362066,0.04330104849510816,0.06390637502036652,0.3412581492592489,0.0,0.013995946099999998,0.33373934
3300067053_316,3300067053_316__dereplicated_genomes,d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__WJJR01;f__WJJR01;g__JACQFV01;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,91.32,0.89257,-,d__Bacteria,p__Zixibacteria,c__MSB-5A5,o__WJJR01,f__WJJR01,g__JACQFV01,s__,3300067053_316__dereplicated_genomes,k__Bacteria,2993,147,91,5,141,1,0,0,0,96.15,1.1,11,0.014482890653152022,0,2582455,82886,29595,20175.4296875,128,128,2234,82886,0.6354496012515223,29595,0.89206239798951,20175.4296875,2.582455,0.7301720007674268,0.9605180220828018,0.11584027383674572,0.1439448375518937,0.14458420744571823,0.184722509811246,0.24617303577431057,0.01135663,0.013890856313888887,0.042022116
3300067053_859,3300067053_859__dereplicated_genomes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA10428;g__UBA5072;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,92.1,0.94122,-,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA10428,g__UBA5072,s__,3300067053_859__dereplicated_genomes,p__Bacteroidetes,350,316,210,11,298,7,0,0,0,96.03,2.63,11,0.030642641788700804,0,3829470,177952,32188,19841.81347150259,193,193,3377,177952,0.390993792874732,32188,0.9145435269110347,19841.81347150259,3.82947,0.15244776322185954,0.732276272532646,0.23492529413746793,0.2660000684942758,0.5954873318577963,0.6324282333378085,-0.09056935758644524,0.00255177375,0.004446089247222222,0.023753993
3300060478_1082,3300060478_1082__dereplicated_genomes,d__Bacteria;p__Desulfobacterota_F;c__SM23-61;o__SM23-61;f__SM23-61;g__JACRCA01;s__,-,-,-,-,-,GCA_016234425.1,d__Bacteria;p__Desulfobacterota_F;c__SM23-61;o__SM23-61;f__SM23-61;g__JACRCA01;s__JACRCA01 sp016234425,77.19,0.265,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,86.28,0.86827,-,d__Bacteria,p__Desulfobacterota_F,c__SM23-61,o__SM23-61,f__SM23-61,g__JACRCA01,s__,3300060478_1082__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,28,207,12,0,0,0,86.23,6.34,11,0.023405587316050133,0,5640744,41278,11085,9171.941463414634,615,615,5641,41278,0.5357016733962754,11085,0.8430121983908506,9171.941463414634,5.640744,0.19598173022792698,0.769317681457568,0.0007128452183023916,0.009601841618471552,0.00014634139107020492,0.002217164087207212,0.6418816183783518,0.0260164065,0.036428310497222234,0.12204186
3300067053_1405,3300067053_1405__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UBA4081;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,64.69,0.9065,-,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__UBA4081,s__,3300067053_1405__dereplicated_genomes,k__Bacteria,924,163,110,35,126,2,0,0,0,76.36,1.82,11,0.03581482127512557,0,1525758,41686,9760,8203.0,186,186,1531,41686,0.44496768163758604,9760,0.9208019882576398,8203.0,1.525758,0.17993833744770413,0.7681504189275,0.09566711244787719,0.12259138960386658,0.3333418663639137,0.3824941522888876,0.16299128581180491,0.0046224355,0.007031112708333333,0.023941647
3300060478_480,3300060478_480__dereplicated_genomes,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,-,-,85.95,0.77127,-,d__Archaea,p__Aenigmatarchaeota,c__Aenigmatarchaeia,o__QMZP01,f__QMZP01,g__,s__,3300060478_480__dereplicated_genomes,k__Archaea,207,149,107,22,126,0,1,0,0,84.27,1.87,11,0.010585060065069752,0,945964,86949,23063,17517.85185185185,54,54,1092,86949,0.5046777678643162,23063,0.901860958767987,17517.85185185185,0.945964,0.5498309081096007,0.9605180220828018,0.03163252966823947,0.05247566937211819,0.025235481702461975,0.041382322485263315,0.37797876359179877,0.00542969465,0.009084920952777777,0.04061503
3300060607_220,3300060607_220__dereplicated_genomes,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__,-,-,-,-,-,GCA_903901015.1,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp903901015,79.86,0.511,taxonomic classification defined by topology and ANI,-,"GCA_023488835.1, s__PALSA-986 sp023488...",95.07,0.97462,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__B26-1,f__UBA233,g__PALSA-986,s__,3300060607_220__dereplicated_genomes,k__Archaea,207,149,107,1,142,6,0,0,0,99.07,4.21,11,0.02560969359414538,5,2695772,294217,66907,36429.35135135135,74,74,2812,294217,0.4311904552581881,66907,0.8479808381420981,36429.28378378379,2.695772,0.6946844423816043,0.9605180220828018,0.1256412915842517,0.15320362620529837,0.268154978804626,0.31443926281747925,0.18666965432431656,0.024579891,0.025220830175000004,0.11481658
3300055390_157,3300055390_157__dereplicated_genomes,d__Bacteria;p__JAGLYR01;c__JAGLYR01;o__;f__;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,72.0,0.51044,-,d__Bacteria,p__JAGLYR01,c__JAGLYR01,o__,f__,g__,s__,3300055390_157__dereplicated_genomes,k__Bacteria,2993,147,91,37,108,2,0,0,0,87.82,2.2,11,0.013491618967743372,0,2405007,44728,12038,9358.003891050583,257,257,2208,44728,0.6421266133528926,12038,0.9360026810732776,9358.003891050583,2.405007,0.5153695687673447,0.9528154520223513,0.03965545023457779,0.06127268122887832,0.0873736028225397,0.11722853294058617,0.2885633677449393,0.010759204,0.011390951450000002,0.03582926
3300060478_375,3300060478_375__dereplicated_genomes,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__JAFGBI01;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,77.78,0.88889,-,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,g__JAFGBI01,s__,3300060478_375__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,40,200,7,0,0,0,88.14,3.39,11,0.02426549430828105,0,8364295,89886,13890,10390.42857142857,805,805,7690,89886,0.6463761739632569,13890,0.8506232742867151,10390.42857142857,8.364295,0.6959701484480705,0.9605180220828018,0.004049807012472068,0.013593516557896559,0.0009102579232388242,0.0033585378547087655,0.5605982907689259,0.0026456863,0.0051986748444444435,0.055739276
3300055390_1033,3300055390_1033__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__UBA6918;s__,-,-,-,-,-,-,-,-,-,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_021847835.1, s__UBA6918 sp02184783...",90.69,0.94557,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Thiobacillaceae,g__UBA6918,s__,3300055390_1033__dereplicated_genomes,c__Betaproteobacteria,235,419,211,27,391,1,0,0,0,96.45,0.47,11,0.028631236557253015,0,2532618,278748,103377,52762.875,48,48,2564,278748,0.603987652302874,103377,0.9157508159540839,52762.875,2.532618,0.9978157343095563,0.9999058958679385,0.00448886157495889,0.01423135373394374,0.001090221899620272,0.0036171703336238484,-0.5534591505405176,0.037905579499999995,0.050453955272222226,0.18526310000000001
3300060607_100,3300060607_100__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__JAAYAM01;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,84.81,0.92031,-,d__Bacteria,p__Acidobacteriota,c__UBA6911,o__UBA6911,f__UBA6911,g__JAAYAM01,s__,3300060607_100__dereplicated_genomes,k__Bacteria,2258,188,117,18,163,7,0,0,0,87.91,4.91,11,0.021917950603224958,3,4621800,84687,13552,10362.780269058296,446,446,4112,84687,0.5040801229478491,13552,0.8827865766584447,10362.773542600897,4.6218,0.3172902681580071,0.8796927370759939,0.029885868598557703,0.05035886519756967,0.029513502140491404,0.04644036366224383,0.36761840008963714,0.007399726650000001,0.00885142981388889,0.04276051
3300055390_1048,3300055390_1048__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__MM2;s__,-,-,-,-,-,GCF_001645185.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__MM2;s__MM2 sp001645185,79.11,0.462,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,92.19,0.89189,-,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__MM2,s__,3300055390_1048__dereplicated_genomes,c__Betaproteobacteria,323,387,234,19,361,7,0,0,0,94.0,1.88,11,0.01418870253532436,0,1952533,138492,53193,27893.32857142857,70,70,1986,138492,0.5768583680787982,53193,0.9309548161285879,27893.32857142857,1.952533,0.039889330566255495,0.3875181073263463,0.014523576536413113,0.030322393939438107,0.003749945017970481,0.009277320622493444,-0.49123593243241204,0.0319318875,0.033275719141666674,0.10538778
3300060478_781,3300060478_781__dereplicated_genomes,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,-,-,81.69,0.73635,-,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__B26-1,f__BA1,g__,s__,3300060478_781__dereplicated_genomes,k__Archaea,207,145,103,15,123,7,0,0,0,86.08,4.85,11,0.009374851759944916,0,1507828,70510,24524,18166.602409638555,83,83,1693,70510,0.4761013855691763,24524,0.8825913831020514,18166.602409638555,1.507828,0.33600982095510035,0.8796927370759939,0.03794874327697014,0.059277598987384016,0.014788035612439032,0.026933103157974064,0.41178277258487195,0.0,0.014702010441666667,0.23583707
3300060478_349,3300060478_349__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__RBG-16-57-11;s__,-,-,-,-,-,GCA_001795165.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__RBG-16-57-11;s__RBG-16-57-11 sp001795165,79.05,0.369,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,70.96,0.9627,-,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__UBA4823,g__RBG-16-57-11,s__,3300060478_349__dereplicated_genomes,k__Bacteria,924,163,110,39,115,8,1,0,0,78.17,6.06,11,0.029975560663176422,0,4397057,56814,12315,9814.859375,448,448,4222,56814,0.5925909079641224,12315,0.9175814641474969,9814.859375,4.397057,0.023092961777732294,0.2823939325962692,0.08755961218816628,0.11390733743627711,0.4595181096262815,0.5055880486376567,0.12444643621621106,0.026031735,0.028796323730555556,0.07710465
3300055390_368,3300055390_368__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CTSoil-043;s__,-,-,-,-,-,GCA_017860675.1,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CTSoil-043;s__CTSoil-043 sp017860675,83.92,0.609,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_021802585.1, s__CTSoil-043 sp02180...",76.5,0.95382,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Chloroflexota,c__Limnocylindria,o__Limnocylindrales,f__CSP1-4,g__CTSoil-043,s__,3300055390_368__dereplicated_genomes,k__Bacteria,924,161,108,23,136,2,0,0,0,80.56,1.03,11,0.016562326903517968,0,1879419,28482,7224,6328.010101010101,297,297,1932,28482,0.7341726352665372,7224,0.9114284786947455,6328.010101010101,1.879419,0.0001841862934978547,0.04605202381431755,0.4752121258044577,0.4924716461121256,0.2395268760822139,0.28319752199775566,-0.19976927918918091,0.043756261500000004,0.045014042194444465,0.07247449
3300060478_1038,3300060478_1038__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Solibacter;s__,-,-,-,-,-,GCA_018268835.1,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Solibacter;s__Solibacter sp018268835,78.51,0.378,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_017883345.1, s__Solibacter sp01788...",85.56,0.95962,-,d__Bacteria,p__Acidobacteriota,c__Terriglobia,o__Bryobacterales,f__Bryobacteraceae,g__Solibacter,s__,3300060478_1038__dereplicated_genomes,k__Bacteria,2258,184,114,12,166,6,0,0,0,91.23,4.39,11,0.014609312490264823,0,9454902,105516,21679,14412.960365853658,656,656,8347,105516,0.6306335063018105,21679,0.903087308572844,14412.960365853658,9.454902,0.8638425724903761,0.9734677201227177,0.0016764525946834077,0.00983422905172694,0.0003694290170266032,0.0022990828067309802,-0.6033597689212367,0.011431979,0.015238226822222221,0.04799848
3300055390_885,3300055390_885__dereplicated_genomes,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__UBA11855;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,-,-,75.56,0.90431,-,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__B26-1,f__UBA233,g__UBA11855,s__,3300055390_885__dereplicated_genomes,k__Archaea,207,149,107,15,129,4,1,0,0,89.58,3.74,11,0.017042291372292823,0,1461806,45684,17396,13411.064220183487,109,109,1678,45684,0.48606107787216635,17396,0.8630967447116785,13411.064220183487,1.461806,0.04197374578146081,0.3875181073263463,0.010090175168200526,0.023992194288832362,0.0026495927448067164,0.0070876605923579665,0.5079374268089176,0.0294080775,0.03855514750277779,0.14955397
3300060607_398,3300060607_398__dereplicated_genomes,d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__WJJR01;f__WJJR01;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,72.49,0.84249,-,d__Bacteria,p__Zixibacteria,c__MSB-5A5,o__WJJR01,f__WJJR01,g__,s__,3300060607_398__dereplicated_genomes,k__Bacteria,2993,147,91,25,116,6,0,0,0,75.27,1.6,11,0.01156601088138284,17,2758127,49329,8186,7335.44414893617,376,376,2566,49329,0.5924535279593635,8186,0.8763077262214539,7335.398936170212,2.758127,0.9176892593617106,0.9791981895430706,0.0021383287296281774,0.009884104782573393,0.0006749933480405347,0.0027778572400129695,0.5745854419022214,0.00652157095,0.008634968777777778,0.03193966
