IDs,TOP2,TOP3,TOP4,MID2,MID3,MID4,BTM2,BTM3,BTM4,Gene_Product,Ortholog_ID,percent_id,taxonomy,
Ga0562388_01243934_3_899,34459070,17544900,18876980,0,26951090,83558800,46282830,0,33591900,predicted porin,COG3203,27.4,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Ectothiorhodosinus;Ectothiorhodosinus mongolicus;Ectothiorhodosinus mongolicus M9,
Ga0562388_01228156_1706_2341,18793730,37797350,26634800,29334700,25815100,58069200,35456490,9773800,14991700,predicted porin,COG3203,34.81,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified Burkholderiales;Aquabacterium;Aquabacterium tepidiphilum;Aquabacterium tepidiphilum YIM 730274,
Ga0562388_03163082_1_1167,0,211476800,0,431165570,0,387695480,26545800,10821400,111367310,methane/ammonia monooxygenase subunit B,KO:K10945,87.89,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylovulum;Methylovulum miyakonense;Methylovulum miyakonense HT12,
Ga0562388_00024056_9997_11442,20910170,18182780,20890180,53322160,59530910,67537530,22405500,26140473,41951000,hypothetical protein,Hypo-rule applied,32.03,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Marinobacter;Marinobacter manganoxydans;Marinobacter manganoxydans MnI7-9,
Ga0562388_04293011_279_1262,128160740,6634342,141266540,23429240,6716720,79841800,26041160,43564050,0,predicted porin,COG3203,50.6,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Thiobacillus;Thiobacillus denitrificans;Thiobacillus denitrificans ATCC 25259,
Ga0562388_03523651_69_836,34360279,3506930,25366800,0,8610810,617406000,13402800,408749500,708747194,methyl-coenzyme M reductase gamma subunit,KO:K00402,85.83,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula;Methanoregula boonei;Methanoregula boonei 6A8,
Ga0562388_01301136_3_1511,21462400,22861180,25235300,86728200,38088340,53511800,11033200,27892976,15619700,hypothetical protein,Hypo-rule applied,33.8,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Syntrophus;Syntrophus aciditrophicus;Syntrophus aciditrophicus SB,
Ga0562388_00159984_1_1326,24676540,25126480,19835050,106780400,52932560,12138144,26436892,20777600,42782564,peptide/nickel transport system substrate-binding protein,KO:K02035,41.16,Bacteria;Chloroflexi;Ardenticatenia;Ardenticatenales;Ardenticatenaceae;Candidatus Promineofilum;Candidatus Promineofilum breve;Candidatus Promineofilum breve Cfx-K,
Ga0562388_02620845_816_1610,1927370,11444200,25095800,0,156916700,101730600,60411000,73541100,0,predicted porin,COG3203,35.53,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus sp. GA3-3;Cupriavidus sp. GA3-3,
Ga0562388_00078838_908_1339,46978310,7718839,42885380,21742920,21618070,23225180,33633860,24916426,58992600,adenylylsulfate reductase subunit B,KO:K00395,69.23,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Ammonifex;Ammonifex thiophilus;Ammonifex thiophilus SR,
Ga0562388_00553073_137_2755,7878810,9552915,7664991,36304750,18964240,24888804,35061852,34707526,43709510,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_00047530_5390_7183,5050054,27362290,21926290,131856990,11851550,50555570,24648721,2437920,41914550,hypothetical protein,Hypo-rule applied,46.21,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfosoma;Desulfosoma caldarium;Desulfosoma caldarium DSM 22027,
Ga0562388_00246979_3_3170,12237900,17001500,3456400,26085840,24643216,27634150,28821620,0,33282320,hypothetical protein,Hypo-rule applied,34.23,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax sp. JS42;Acidovorax sp. JS42,
Ga0562388_01218390_1348_2352,10711500,43476200,24122900,138435100,0,11649600,27353580,3930751,29419183,predicted porin,COG3203,32.31,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum;Noviherbaspirillum massiliense;Noviherbaspirillum massiliense JC206,
Ga0562388_02291119_110_1162,1727550,23644960,4120391,32352630,23648560,53864300,9135914,47909260,129094630,predicted porin,COG3203,50.27,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter;Curvibacter delicatus;Curvibacter delicatus NBRC 14919,
Ga0562388_00103970_6687_7622,40222770,23240690,23421600,0,13704940,57855940,16380240,28641500,0,malate dehydrogenase,KO:K00024,82.2,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfacinum;Desulfacinum infernum;Desulfacinum infernum DSM 9756,
Ga0562388_01510705_3_1373,10595370,11678100,0,46570490,30595000,25553200,23137800,3738030,25762200,acetyl-CoA decarbonylase/synthase complex subunit beta,KO:K00193,91.03,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanotrichaceae;Methanothrix;Methanothrix soehngenii;Methanothrix soehngenii GP-6,
Ga0562388_02778796_362_1564,17100970,24584164,26922550,12460820,18994800,62947307,5629810,22795730,24122531,predicted porin,COG3203,34.74,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;Herbaspirillum sp. meg3;Herbaspirillum sp. meg3,
Ga0562388_07354009_3_971,0,22737770,40950800,0,30103500,84080300,6240860,30127200,0,chaperonin GroEL,KO:K04077,86.38,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;Desulfobacca acetoxidans;Desulfobacca acetoxidans ASRB2- DSM 11109,
Ga0562388_00319277_1_2802,8697290,12766220,38979747,24248220,19809210,22646150,38350090,353183,25781770,TonB-linked SusC/RagA family outer membrane protein,TIGR04056,54.54,Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Prolixibacter;Prolixibacter denitrificans;Prolixibacter denitrificans DSM 27267,
Ga0562388_09713452_2_481,72887900,1806630,24998900,0,40620600,0,5719300,36780000,22516100,glyceraldehyde 3-phosphate dehydrogenase,KO:K00134,93.63,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Hydrogenophaga sp. H7;Hydrogenophaga sp. H7,
Ga0562388_00970116_386_997,0,7461550,40436100,0,87449200,57317900,55636100,22465800,0,hypothetical protein,Hypo-rule applied,61.05,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sulfuricellaceae;Sulfurirhabdus;Sulfurirhabdus autotrophica;Sulfurirhabdus autotrophica DSM 100309,
Ga0562388_01591838_249_1889,6736819,113814948,0,38228660,25876380,0,172257940,0,22389600,chaperonin GroEL,KO:K04077,82.05,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Granulosicoccaceae;Sulfuriflexus;Sulfuriflexus mobilis;Sulfuriflexus mobilis aks1,
Ga0562388_08893594_1_888,40597700,5632820,20431420,43713050,15262200,11388500,22216424.1,24882230,37050090,S-layer protein (TIGR01567 family),TIGR01567,57.53,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanotrichaceae;Methanothrix;Methanothrix soehngenii;Methanothrix soehngenii GP-6,
Ga0562388_08623645_3_902,27969600,8119882,32522820,3234230,31549000,0,1985180,41902080,21966428,hypothetical protein,Hypo-rule applied,43.79,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;Syntrophobacter fumaroxidans;Syntrophobacter fumaroxidans MPOB,
Ga0562388_02618247_1_1098,18718500,21847400,76835050,0,22155360,59116000,9140860,27669700,0,predicted porin,COG3203,45.11,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Azonexaceae;Dechloromonas;Dechloromonas sp. HYN0024;Dechloromonas sp. HYN0024,
Ga0562388_02201900_3_896,0,0,21636000,0,55887100,48980100,18912200,25347030,23210280,predicted porin,COG3203,32.55,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Quisquiliibacterium;Quisquiliibacterium transsilvanicum;Quisquiliibacterium transsilvanicum DSM 29781,
Ga0562388_10117227_1_834,0,1760190,21373200,48068080,45029500,47244370,3096080,0,62749290,methanol--5-hydroxybenzimidazolylcobamide Co-methyltransferase,KO:K04480,79.14,Archaea;Candidatus Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,
Ga0562388_00537786_580_1635,20388250,19127000,63503680,15442200,179899960,96955680,50083595,19562200,21304080,predicted porin,COG3203,55.71,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax radicis;Acidovorax radicis N35,
Ga0562388_01494505_3_2123,21260610,59230300,3763160,0,67254200,0,47183200,10856200,66958100,hypothetical protein,Hypo-rule applied,49.93,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula;Methanoregula formicica;Methanoregula formicica SMSP- DSM 22288,
Ga0562388_09709755_2_811,16140200,8728170,37397680,16852760,46727410,25247100,21065710,17751680,21299856,hypothetical protein,Hypo-rule applied,35.87,Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;unclassified Thiotrichales;Thioflexothrix;Thioflexothrix psekupsii;Thioflexothrix psekupsii D-3,
Ga0562388_00031576_4431_7379,14581460,31638760,21064760,45966700,40629276,53505530,7745120,12636049,16309442,iron complex outermembrane receptor protein,KO:K02014,59.77,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia flava;Massilia flava CGMCC 1.10685,
Ga0562388_02545006_901_1632,0,18066310,19753300,21011720,33024700,66146120,35509120,0,24673000,5-10-methylenetetrahydromethanopterin reductase,KO:K00320,89.71,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanosphaerula;Methanosphaerula palustris;Methanosphaerula palustris E1-9c- DSM 19958,
Ga0562388_03764245_460_1347,0,5197950,2503600,82407100,101263000,215478500,0,20878310,25034600,predicted porin,COG3203,43.19,Bacteria;Proteobacteria;Betaproteobacteria;Ferrovales;Ferrovaceae;Ferrovum;Ferrovum myxofaciens;Ferrovum myxofaciens JA12,
Ga0562388_00004202_16230_17531,23840659,22602840,43404240,0,20791810,8765190,47599285,20409090,8881240,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_00109523_730_3339,4304580,11865330,20634020,10913179,30945500,87008140,57334520,186547,42405730,PGF-CTERM protein,TIGR04126,54.45,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanospirillaceae;Methanospirillum;Methanospirillum hungatei;Methanospirillum hungatei JF-1,
Ga0562388_00076085_7747_8817,13484200,4139220,0,48360239,20556930,6044830,41459300,22897131,34611590,predicted porin,COG3203,40.36,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sulfuricellaceae;Sulfuricella;Sulfuricella denitrificans;Sulfuricella denitrificans skB26,
Ga0562388_03935825_1_1182,34845670,12403700,9421810,0,73364400,0,44747400,20460180,41853360,predicted porin,COG3203,36.36,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Zoogloea;Zoogloea sp. LCSB751;Zoogloea schifflangensis LCSB751,
Ga0562388_00711933_2_841,12997100,0,34745300,27990300,62586700,47180050,18099600,6602970,20332900,5-10-methylenetetrahydromethanopterin reductase,KO:K00320,89.25,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula;Methanoregula boonei;Methanoregula boonei 6A8,
Ga0562388_00875012_1136_1777,219724500,0,5414850,0,163746000,0,20307510,43081700,234890000,3-hexulose-6-phosphate synthase,KO:K08093,92.96,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter;Methylobacter tundripaludum;Methylobacter tundripaludum OWC-G53F,
Ga0562388_00617291_306_872,38065450,108095677,20215230,95598899,7483980,7013960,5928204,14536870,48789720,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_01148241_3_722,0,0,28793200,0,23861100,37458900,29873500,20191200,0,branched-chain amino acid transport system substrate-binding protein,KO:K01999,60.77,Bacteria;Chloroflexi;Thermomicrobia;Thermomicrobiales;Thermomicrobiaceae;Thermomicrobium;Thermomicrobium roseum;Thermomicrobium roseum DSM 5159,
Ga0562388_24855343_3_548,0,19995900,47968000,0,84215900,108935100,57854100,0,0,branched-chain amino acid transport system substrate-binding protein,KO:K01999,88.46,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;Desulfobulbus elongatus;Desulfobulbus elongatus DSM 2908,
Ga0562388_00026838_14099_14980,64663226,23858900,5184160,53905240,58859130,19965420,0,0,0,sulfur-oxidizing protein SoxA,KO:K17222,88.97,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Thiobacillus;Thiobacillus thioparus;Thiobacillus thioparus DSM 505,
Ga0562388_01125393_1_2445,19875500,2127790,7473990,20084610,20624400,0,67285200,11860200,22764600,hypothetical protein,Hypo-rule applied,41.13,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiorhodococcus;Thiorhodococcus drewsii;Thiorhodococcus drewsii AZ1,
Ga0562388_02560563_2_1309,0,20813390,7159105,0,19254200,66415100,19788220,21667500,20746400,predicted porin,COG3203,34.48,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium;Janthinobacterium sp. CG3;Janthinobacterium sp. CG3,
Ga0562388_00849443_1508_2293,10035600,23282200,0,91281501,0,0,37866100,19761300,47306860,methanol corrinoid protein,KO:K14081,80.84,Archaea;Candidatus Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Methanomassiliicoccus luminyensis;Methanomassiliicoccus luminyensis B10,
Ga0562388_00049160_1878_3131,25425722,4715306,218951970,13025690,324967590,234675500,0,13351100,19631910,long-chain fatty acid transport protein,KO:K06076,79.49,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Thiobacillus;Thiobacillus denitrificans;Thiobacillus denitrificans DSM 12475,
Ga0562388_00173826_2947_5475,4384930,63117590,16973780,83814210,19617280,12853260,24551050,12023060,22083060,PGF-CTERM protein,TIGR04126,56.4,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanospirillaceae;Methanospirillum;Methanospirillum hungatei;Methanospirillum hungatei JF-1,
Ga0562388_00000019_6154_8370,19382130,3102065,28730820,82151860,68905950,72536940,0,0,0,type IV pilus assembly protein PilQ,KO:K02666,77.84,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Annwoodia;Annwoodia aquaesulis;Annwoodia aquaesulis DSM 4255,
Ga0562388_28768096_3_350,0,0,19356700,0,37625810,56021400,114726400,80216140,3684080,methane/ammonia monooxygenase subunit B,KO:K10945,92.17,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylovulum;Methylovulum miyakonense;Methylovulum miyakonense HT12,
Ga0562388_01563771_3_2078,3479920,17810750,43393661,19071110,41457800,23837310,21326580,11878800,11068340,hypothetical protein,Hypo-rule applied,38.21,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax sp. JS42;Acidovorax sp. JS42,
Ga0562388_02377172_3_1688,18830700,13850710,3938020,53585010,686611,0,81203740,67915503,36655507,hypothetical protein,Hypo-rule applied,46.46,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula;Methanoregula formicica;Methanoregula formicica SMSP- DSM 22288,
Ga0562388_22637338_3_572,0,965399,24376400,26943500,19832800,1174200,1051540,18820900,40863157,S-layer protein (TIGR01567 family),TIGR01567,69.11,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanotrichaceae;Methanothrix;Methanothrix soehngenii;Methanothrix soehngenii GP-6,
Ga0562388_00006981_61_1584,16527650,10109500,0,45020800,57837136,16093050,42481400,18634471,96125200,F-type H+-transporting ATPase subunit alpha,KO:K02111,98.62,Eukaryota;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Populus;Populus trichocarpa;Populus balsamifera trichocarpa,
Ga0562388_02176539_342_1589,105956550,0,0,95756500,0,0,139353000,28754300,18621700,methane/ammonia monooxygenase subunit B,KO:K10945,88.92,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methyloterricola;Methyloterricola oryzae;Methyloterricola oryzae 73a,
Ga0562388_00255849_4792_5082,0,10490590,18472400,0,22400000,49840400,31379390,24002900,0,5-10-methylenetetrahydromethanopterin reductase,KO:K00320,87.63,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula;Methanoregula formicica;Methanoregula formicica SMSP- DSM 22288,
Ga0562388_00089321_5714_7450,2030820,21615760,18337990,7077953,40644210,28811700,11958170,9613570,26176281.6,hypothetical protein,Hypo-rule applied,58.53,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;Syntrophobacter fumaroxidans;Syntrophobacter fumaroxidans MPOB,
Ga0562388_05444916_2_661,15516997,170691900,29115120,30084687,23334256,17539630,13380570,1401070,18272783,predicted porin,COG3203,36.12,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Halothiobacillaceae;Halothiobacillus;Halothiobacillus sp. LS2;Halothiobacillus sp. LS2,
Ga0562388_00403720_2_2794,30481000,0,6619410,0,49195900,18312100,18213055,8796540,52344400,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_03014745_3_1502,1738620,958249,2344050,24727770,29502460,22840091,18203630,7138460,28808913,hypothetical protein,Hypo-rule applied,40.69,Bacteria;Candidatus Aminicenantes;unclassified Candidatus Aminicenantes;unclassified Candidatus Aminicenantes;unclassified Candidatus Aminicenantes;unclassified Candidatus Aminicenantes;Aminicenantes bacterium SCGC AAA255-E10;Aminicenantes bacterium SCGC AAA255-E10 (contamination screened),
Ga0562388_03212807_3_1457,18173100,0,0,109488800,110732700,0,0,26031000,81135600,S-layer protein (TIGR01567 family),TIGR01567,51.03,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanotrichaceae;Methanothrix;Methanothrix soehngenii;Methanothrix soehngenii GP-6,
Ga0562388_00168909_4628_6217,22618532,17933790,3686898,1877454,67190860,26807380,2263697,102980875,7835752,chaperonin GroEL,KO:K04077,90.19,Bacteria;Proteobacteria;Gammaproteobacteria;unclassified Gammaproteobacteria;Candidatus Competibacteraceae;Candidatus Competibacter;Candidatus Competibacter denitrificans;Candidatus Competibacter denitrificans Run_A_D11,
Ga0562388_25679734_3_539,17852406,0,53367194.7,1634480,110714555,3480284,16334010.6,28818220,51965900,chaperonin GroEL,KO:K04077,96.09,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methyloglobulus;Methyloglobulus morosus;Methyloglobulus morosus KoM1,
Ga0562388_02678853_1_1011,425983,13196600,6305620,53947140,67293300,85759200,79672100,17653440,17163750,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_08129131_2_928,2180880,0,758381,23816850,28965510,20021620,22534800,1296650,17418190,GrpB-like predicted nucleotidyltransferase (UPF0157 family),COG2320,51.66,Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Emticicia;Emticicia oligotrophica;Emticicia oligotrophica GPTSA100-15- DSM 17448,
